4444111122223333;W;27.22;1623652262000
4444111122223333;W;92.55;1625816390000
4444111122223333;W;98.79;1626431819000
1234123412341234;D;73.98;1483966251000
1234123412341234;D;37.31;1495124111000
1234123412341234;W;49.35;1496648042000
1234123412341234;D;54.85;1496758713000
1234123412341234;D;40.87;1512077605000
1234123412341234;D;31.49;1526549796000
1234123412341234;W;94.97;1528326887000
1234123412341234;D;33.81;1532092011000
1234123412341234;D;73.3;1533643080000
1234123412341234;D;69.98;1534704252000
1234123412341234;D;48.71;1546353589000
1234123412341234;W;41.95;1557300402000
1234123412341234;W;61.49;1560617644000
1234123412341234;W;70.95;1570916179000
1234123412341234;W;60.79;1576893891000
1234123412341234;W;96.54;1585244991000
1234123412341234;D;52.03;1591285041000
1234123412341234;D;58.05;1593326918000
1234123412341234;D;40.8;1594525198000
1234123412341234;D;39.91;1598032432000
1234123412341234;W;52.43;1604451870000
1234123412341234;W;84.02;1604709790000
1234123412341234;D;34.2;1605299666000
1234123412341234;W;79.1;1615591097000
1234123412341234;W;28.08;1623904011000
1234123412341234;W;47.76;1624623219000
